ID, question, Option 1, Option 2, Option 3, Option 4, Answer
2258,"__________ is concerned with relating changes in physical stimuli to corresponding psychological sensations.","Physiological psychology","Psychokinesis","Psychophysics","Psychometry","Psychophysics"
2260,"Black and white vision with greatest sensitivity under low levels of illumination describes the function of","the cones.","the visual pigments.","the rods.","the phosphenes.","the rods."
2260,"Black and white vision with greatest sensitivity under low levels of illumination describes the function of","the cones.","the visual pigments.","the rods.","the phosphenes.","the rods."
2262,"The fact that we see negative afterimages supports which theory of color vision?","opponent-process","trichromatic","image formation","both opponent-process and trichromatic","opponent-process"
2262,"The fact that we see negative afterimages supports which theory of color vision?","opponent-process","trichromatic","image formation","both opponent-process and trichromatic","opponent-process"
2264,"One of the more touch-sensitive areas of the human body is the","face.","thigh.","back.","upper arm.","face."
2264,"One of the more touch-sensitive areas of the human body is the","face.","thigh.","back.","upper arm.","face."
2266,"Unpleasant stimuli may raise the threshold for recognition. This phenomenon is called","aversive stimulation.","absolute threshold.","perceptual defense.","unconscious guard.","perceptual defense."
2266,"Unpleasant stimuli may raise the threshold for recognition. This phenomenon is called","aversive stimulation.","absolute threshold.","perceptual defense.","unconscious guard.","perceptual defense."
2268,"After a musical concert that you enjoyed without distraction, a companion complains that she heard little of the music due to frequent shuffling and throat-clearing in the audience. The difference in your experience and hers is related to","just noticeable differences.","subliminal thresholds.","sensory adaptation.","selective attention.","selective attention."
2268,"After a musical concert that you enjoyed without distraction, a companion complains that she heard little of the music due to frequent shuffling and throat-clearing in the audience. The difference in your experience and hers is related to","just noticeable differences.","subliminal thresholds.","sensory adaptation.","selective attention.","selective attention."
2270,"Sensory adaptation is normally most rapid for the sense of","vision.","olfaction.","taste.","kinesthesis.","olfaction."
2270,"Sensory adaptation is normally most rapid for the sense of","vision.","olfaction.","taste.","kinesthesis.","olfaction."
2272,"Visual problems such as nearsightedness, farsightedness, and astigmatism are the result of","irregularities in the visual cortex.","nutritional or traumatic damage to the sensory nerves.","physical abnormalities in the structure of the eye.","defective processing of sensory information in the visual cortex.","physical abnormalities in the structure of the eye."
2272,"Visual problems such as nearsightedness, farsightedness, and astigmatism are the result of","irregularities in the visual cortex.","nutritional or traumatic damage to the sensory nerves.","physical abnormalities in the structure of the eye.","defective processing of sensory information in the visual cortex.","physical abnormalities in the structure of the eye."
2274,"The external, or visible, part of the ear is called the","cochlea.","pinna.","inner ear.","tympanic membrane.","pinna."
2274,"The external, or visible, part of the ear is called the","cochlea.","pinna.","inner ear.","tympanic membrane.","pinna."
2276,"Localization of function means that","sense organs respond to only one form of stimulation.","specific areas of the brain are specialized to interpret input from particular sense organs.","each sense system has the means of detecting, encoding, and interpreting sensory information in a particular sense organ.","the nature of one's experience of a stimulus depends entirely on where it is located in the visual field.","specific areas of the brain are specialized to interpret input from particular sense organs."
2276,"Localization of function means that","sense organs respond to only one form of stimulation.","specific areas of the brain are specialized to interpret input from particular sense organs.","each sense system has the means of detecting, encoding, and interpreting sensory information in a particular sense organ.","the nature of one's experience of a stimulus depends entirely on where it is located in the visual field.","specific areas of the brain are specialized to interpret input from particular sense organs."
